,Unnamed: 0,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change,No_of_Reassignments_sum,Handle_Time_hrs_sum
7177,33890,ESC000069,computer,ESX Cluster,WBS000232,IM0034192,Closed,5,5,5.0,0.384817505,incident,KM0002226,closed,0.0,5/2/2024 8:19,,7/2/2024 16:07,7/2/2024 16:07,"1,37,03,61,111",Hardware,1.0,SD0103682,,1.0,C00013606,0,213
7825,9347,LAP001538,computer,Laptop,WBS000091,IM0009512,Closed,3,3,3.0,0.765599996,incident,KM0000966,closed,0.0,30-10-2023 14:28,,30-10-2023 16:02,30-10-2023 16:04,"1,61,08,33,333",Other,2.0,#MULTIVALUE,,1.0,C00004739,0,436
7898,4093,LAP000929,computer,Laptop,WBS000091,IM0004218,Closed,4,4,4.0,0.860342517,incident,KM0000963,closed,3.0,10/10/2023 9:09,21-10-2023 16:55,12/11/2023 8:31,12/11/2023 8:32,"2,14,73,33,333",Software,2.0,#MULTIVALUE,,1.0,C00004384,0,455
8413,26590,LAP000271,computer,Laptop,WBS000091,IM0026859,Closed,5,4,4.0,0.372935989,request for information,KM0001404,closed,11.0,9/1/2024 15:13,13-02-2024 11:33,10/3/2024 12:06,10/3/2024 12:06,"1,90,00,80,556",Other,3.0,#MULTIVALUE,,1.0,C00010081,0,727
9031,9401,LAP001711,computer,Laptop,WBS000091,IM0009566,Closed,5,5,5.0,0.327283643,incident,KM0000966,closed,0.0,30-10-2023 15:17,,30-10-2023 15:43,30-10-2023 15:43,"0,439444444",Other,1.0,SD0025676,,1.0,C00004739,0,439444444
9356,12118,NET000019,networkcomponents,Lines,WBS000279,IM0012302,Closed,4,4,4.0,0.547707197,incident,KM0000446,closed,0.0,9/11/2023 23:47,,11/11/2023 8:11,11/11/2023 8:11,"0,690277778",Data,1.0,SD0034510,,1.0,C00004385,0,690277778
9368,3981,LSR000438,computer,Linux Server,WBS000161,IM0004105,Closed,3,3,3.0,0.171240783,incident,KM0000036,closed,0.0,10/10/2023 8:27,,,10/10/2023 10:01,"1,57,33,33,333",Other,1.0,SD0010008,,1.0,C00001135,0,457
9376,9415,LSR000731,computer,Linux Server,WBS000161,IM0009580,Closed,5,5,5.0,0.837369733,incident,KM0000441,closed,0.0,30-10-2023 16:55,,1/11/2023 10:49,1/11/2023 10:49,"0,441111111",Other,1.0,SD0026105,,1.0,C00004854,0,441111111
9399,6601,LSR001044,computer,Linux Server,WBS000201,IM0006752,Closed,NS,3,,0.961931789,incident,KM0000298,closed,1.0,19-10-2023 21:31,,,21-10-2023 10:20,"2,24,69,44,444",Other,1.0,SD0017373,,1.0,C00003547,0,583
9412,24822,LSR000014,computer,Linux Server,WBS000161,IM0025083,Closed,NS,3,,0.324256818,request for information,KM0000939,closed,1.0,2/1/2024 12:28,,3/1/2024 10:34,3/1/2024 10:34,"8,61,16,66,667",Software,1.0,SD0074900,,1.0,C00003702,0,818
9427,44723,HMD000047,hardware,MigratieDummy,WBS000118,IM0045132,Closed,NS,3,,0.830463463,incident,KM0000924,closed,1.0,21-03-2024 08:12,,21-03-2024 11:53,21-03-2024 11:53,"2,00,58,33,333",Other,1.0,SD0139295,,1.0,C00017031,0,426
9452,39471,HMD000002,hardware,MigratieDummy,WBS000195,IM0039803,Closed,3,3,3.0,0.916330603,incident,KM0001274,closed,3.0,26-02-2024 11:32,,31-03-2024 15:59,31-03-2024 15:59,"1,70,11,11,111",Other,1.0,SD0121418,,1.0,C00018435,0,204
9739,15239,NSS000029,computer,NonStop Server,WBS000201,IM0015446,Closed,5,5,5.0,0.244015903,incident,KM0002007,closed,3.0,21-11-2023 07:06,,28-11-2023 11:39,28-11-2023 11:39,"5,66,53,33,333",Other,1.0,SD0044081,,1.0,C00006823,0,490
9742,9082,NSS000025,computer,NonStop Server,WBS000201,IM0009247,Closed,4,4,4.0,0.745967311,incident,KM0000895,closed,0.0,30-10-2023 05:14,,1/11/2023 6:37,1/11/2023 6:37,21,Other,1.0,SD0024911,,1.0,C00001507,0,21
9743,9081,NSS000025,computer,NonStop Server,WBS000201,IM0009246,Closed,NS,3,,0.31923509,incident,KM0000895,closed,0.0,30-10-2023 05:10,,30-10-2023 08:35,30-10-2023 08:35,"1,08,97,22,222",Other,1.0,SD0024910,,1.0,C00001507,0,350
9778,35785,COM000003,computer,Omgeving,WBS000292,IM0036094,Closed,4,4,4.0,0.66683901,incident,KM0000911,closed,0.0,12/2/2024 7:58,,12/2/2024 9:19,12/2/2024 9:20,"1,36,66,66,667",Software,1.0,SD0109737,,1.0,C00014221,0,836
9832,35864,COM000003,computer,Omgeving,WBS000292,IM0036174,Closed,2,2,2.0,0.512600008,incident,KM0000911,closed,0.0,12/2/2024 8:02,,12/2/2024 9:18,12/2/2024 9:18,"1,22,58,33,333",Software,1.0,SD0109941,,1.0,C00014221,0,447
9835,35811,COM000003,computer,Omgeving,WBS000292,IM0036120,Closed,3,3,3.0,0.163784127,incident,KM0001131,closed,0.0,12/2/2024 8:02,,12/2/2024 9:31,12/2/2024 9:32,"1,48,88,88,889",Software,1.0,SD0109813,,1.0,C00014221,0,1114
9839,35865,COM000003,computer,Omgeving,WBS000292,IM0036175,Closed,4,4,4.0,0.591345564,incident,KM0000911,closed,0.0,12/2/2024 8:02,,12/2/2024 9:17,12/2/2024 9:18,"1,26,13,88,889",Software,1.0,SD0109943,,1.0,C00014221,0,1017
12059,31962,SBA000011,application,Server Based Application,WBS000176,IM0032251,Closed,5,5,5.0,0.571280931,request for information,KM0000022,closed,0.0,29-01-2024 12:04,11/2/2024 21:21,12/2/2024 21:55,12/2/2024 21:56,"7,94,23,88,889",Software,2.0,#MULTIVALUE,,1.0,C00014035,0,1101
12485,3031,SBA000163,application,Server Based Application,WBS000331,IM0003149,Closed,5,5,5.0,0.673484859,incident,KM0001560,closed,0.0,7/10/2023 10:57,11/10/2023 10:32,14-10-2023 09:21,14-10-2023 09:21,"1,34,83,05,556",Software,2.0,#MULTIVALUE,,2.0,#MULTIVALUE,0,679
12487,1660,SBA000163,application,Server Based Application,WBS000331,IM0001767,Closed,3,3,3.0,0.125960795,incident,KM0001560,closed,0.0,2/10/2023 9:18,,2/10/2023 11:32,2/10/2023 11:32,"2,22,41,66,667",No error - works as designed,1.0,SD0002999,,1.0,C00002007,0,798
12494,33239,SBA000158,application,Server Based Application,WBS000029,IM0033537,Closed,5,5,5.0,0.229231157,incident,KM0002019,closed,3.0,3/2/2024 14:51,,7/2/2024 9:39,7/2/2024 9:40,"23,485",Operator error,1.0,SD0101858,,1.0,C00013867,0,508
12505,18150,SBA000172,application,Server Based Application,WBS000014,IM0018374,Closed,3,3,3.0,0.357084828,incident,KM0000426,closed,6.0,2/12/2023 14:28,,6/12/2023 13:52,6/12/2023 13:53,"2,45,18,33,333",Data,1.0,SD0053197,,1.0,C00008486,0,431
12543,1993,SBA000259,application,Server Based Application,WBS000040,IM0002102,Closed,3,3,3.0,0.415417748,incident,KM0000199,closed,1.0,3/10/2023 9:38,,15-10-2023 15:02,15-10-2023 15:02,"47,525",Other,1.0,SD0004189,,1.0,C00001250,0,572
12547,2559,SBA000259,application,Server Based Application,WBS000040,IM0002675,Closed,4,5,4.0,0.388302322,incident,KM0000200,closed,0.0,4/10/2023 10:14,,9/10/2023 9:54,9/10/2023 9:54,"4,85,19,44,444",Other,1.0,SD0005419,,1.0,C00001250,0,596
13280,15980,SBA000402,application,Server Based Application,WBS000002,IM0016193,Closed,4,4,4.0,0.435851977,incident,KM0001273,closed,0.0,24-11-2023 15:27,,25-11-2023 07:35,25-11-2023 07:35,"0,093333333",Software,1.0,SD0046379,,1.0,C00000600,0,93333333
13341,4592,SBA000088,application,Server Based Application,WBS000017,IM0004721,Closed,5,5,5.0,0.400679354,incident,KM0000095,closed,1.0,11/10/2023 10:10,,11/10/2023 11:27,11/10/2023 11:27,"1,27,97,22,222",Operator error,1.0,SD0011280,,1.0,C00000713,0,369
13438,4445,SBA000086,application,Server Based Application,WBS000256,IM0004574,Closed,4,4,4.0,0.456597466,incident,KM0001000,closed,2.0,11/10/2023 9:33,,11/10/2023 10:35,11/10/2023 10:35,"1,04,58,33,333",No error - works as designed,1.0,SD0011247,,1.0,C00000713,0,429
13454,23143,SBA000360,application,Server Based Application,WBS000073,IM0023386,Closed,5,5,5.0,0.546494515,incident,KM0001965,closed,0.0,20-12-2023 18:16,,4/2/2024 12:03,4/2/2024 12:03,"3,77,36,11,111",Software,1.0,SD0069746,,2.0,#MULTIVALUE,0,238
13455,26359,SBA000360,application,Server Based Application,WBS000073,IM0026627,Closed,5,5,5.0,0.813398225,incident,KM0001965,closed,0.0,8/1/2024 15:18,,4/2/2024 12:05,4/2/2024 12:05,"3,90,27,77,778",Software,1.0,SD0079952,,2.0,#MULTIVALUE,0,975
13456,32533,SBA000360,application,Server Based Application,WBS000073,IM0032828,Closed,5,5,5.0,0.353846446,incident,KM0001965,closed,0.0,31-01-2024 08:19,,4/2/2024 12:11,4/2/2024 12:11,"2,04,33,33,333",User error,1.0,SD0099766,,1.0,C00013072,0,405
13459,23144,SBA000360,application,Server Based Application,WBS000073,IM0023387,Closed,5,5,5.0,0.036653246,incident,KM0001965,closed,1.0,20-12-2023 18:24,,15-03-2024 21:09,15-03-2024 21:10,"3,91,55,55,556",Software,1.0,SD0069748,,1.0,C00015705,0,760
13464,40779,SBA000360,application,Server Based Application,WBS000073,IM0041121,Closed,3,3,3.0,0.941653156,incident,KM0001965,closed,0.0,4/3/2024 12:38,,4/3/2024 15:44,4/3/2024 15:47,"0,146111111",Software,1.0,SD0125646,,1.0,C00016233,0,146111111
13466,28184,SBA000360,application,Server Based Application,WBS000073,IM0028459,Closed,5,5,5.0,0.828468403,incident,KM0001965,closed,1.0,15-01-2024 15:31,,11/2/2024 11:24,11/2/2024 11:24,"6,075",Software,1.0,SD0085697,,1.0,C00013072,0,81
13467,45552,SBA000360,application,Server Based Application,WBS000073,IM0045982,Closed,5,5,5.0,0.371644768,incident,KM0001965,closed,0.0,25-03-2024 14:45,,31-03-2024 12:45,31-03-2024 12:46,"3,23,77,77,778",Software,1.0,SD0142759,,1.0,C00018549,0,958
13473,35929,SBA000360,application,Server Based Application,WBS000073,IM0036239,Closed,5,5,5.0,0.849256922,incident,KM0001965,closed,0.0,12/2/2024 13:42,,12/2/2024 14:00,12/2/2024 14:01,"0,311111111",Software,1.0,SD0110419,,1.0,C00014360,0,311111111
13490,35931,SBA000360,application,Server Based Application,WBS000073,IM0036241,Closed,5,5,5.0,0.627892151,incident,KM0001965,closed,0.0,12/2/2024 13:47,,6/3/2024 10:25,6/3/2024 10:25,"0,258888889",Software,1.0,SD0110422,,1.0,C00014375,0,258888889
13491,15019,SBA000360,application,Server Based Application,WBS000073,IM0015224,Closed,5,5,5.0,0.217608471,incident,KM0001965,closed,0.0,20-11-2023 11:28,,4/12/2023 10:51,4/12/2023 10:51,"2,91,48,61,111",Software,1.0,SD0043602,,1.0,C00008222,0,313
13494,30259,SBA000386,application,Server Based Application,WBS000051,IM0030543,Closed,4,4,4.0,0.925024803,incident,KM0000355,closed,2.0,23-01-2024 10:33,,31-01-2024 14:55,31-01-2024 14:57,"4,60,91,66,667",Software,1.0,SD0092589,,1.0,C00013273,0,888
13502,6631,SBA000326,application,Server Based Application,WBS000294,IM0006782,Closed,5,5,5.0,0.700054166,incident,KM0001745,closed,0.0,21-10-2023 08:12,,23-10-2023 08:49,23-10-2023 08:49,"1,88,69,44,444",Other,1.0,SD0017398,,1.0,C00004090,0,646
13537,22359,SBA000360,application,Server Based Application,WBS000073,IM0022599,Closed,5,5,5.0,0.053118765,incident,KM0001965,closed,1.0,18-12-2023 10:49,,4/2/2024 12:01,4/2/2024 12:01,"0,024166667",Software,1.0,SD0067071,,1.0,C00012545,0,24166667
13539,26001,SBA000360,application,Server Based Application,WBS000073,IM0026268,Closed,5,5,5.0,0.562280464,incident,KM0001965,closed,0.0,7/1/2024 16:46,,8/1/2024 13:50,8/1/2024 13:51,"7,59,13,88,889",Operator error,1.0,SD0078984,,2.0,#MULTIVALUE,0,1056
13540,38876,SBA000360,application,Server Based Application,WBS000073,IM0039202,Closed,5,5,5.0,0.099317901,incident,KM0001965,closed,0.0,24-02-2024 13:16,,25-02-2024 16:42,25-02-2024 16:42,"0,263055556",Software,1.0,SD0119423,,1.0,C00015613,0,263055556
13542,36316,SBA000360,application,Server Based Application,WBS000073,IM0036626,Closed,NS,3,,0.706667694,incident,KM0001965,closed,0.0,13-02-2024 12:47,,13-02-2024 18:43,13-02-2024 18:45,"0,14",Software,1.0,SD0111416,,1.0,C00014622,0,14
13543,13621,SBA000360,application,Server Based Application,WBS000073,IM0013816,Closed,4,4,4.0,0.538581813,incident,KM0001965,closed,0.0,14-11-2023 17:20,,,20-11-2023 13:22,"3,80,28,05,556",Software,1.0,SD0039210,,1.0,C00006883,0,672
13544,27405,SBA000360,application,Server Based Application,WBS000073,IM0027677,Closed,5,5,5.0,0.138470854,incident,KM0001965,closed,0.0,13-01-2024 14:25,,4/2/2024 12:07,4/2/2024 12:07,"1,01,41,66,667",Software,1.0,SD0083399,,1.0,C00012545,0,776
13546,16446,SBA000360,application,Server Based Application,WBS000073,IM0016660,Closed,5,5,5.0,0.185487282,incident,KM0001965,closed,0.0,25-11-2023 16:53,,4/12/2023 10:50,4/12/2023 10:51,"2,42,13,88,889",Software,1.0,SD0047756,,1.0,C00008222,0,1034
13547,25831,SBA000360,application,Server Based Application,WBS000073,IM0026098,Closed,5,5,5.0,0.20596479,incident,KM0001965,closed,0.0,7/1/2024 12:01,,8/1/2024 13:44,8/1/2024 13:49,"2,45,86,11,111",Operator error,1.0,SD0078163,,2.0,#MULTIVALUE,0,255
13548,39281,SBA000360,application,Server Based Application,WBS000073,IM0039608,Closed,5,5,5.0,0.251596919,incident,KM0001965,closed,0.0,25-02-2024 15:41,,25-02-2024 17:06,25-02-2024 17:07,"1,37,66,66,667",Software,1.0,SD0120855,,1.0,C00015613,0,837
13549,42125,SBA000360,application,Server Based Application,WBS000073,IM0042486,Closed,5,5,5.0,0.634542666,incident,KM0001965,closed,0.0,10/3/2024 16:19,,15-03-2024 21:06,15-03-2024 21:06,"2,30,58,33,333",Software,1.0,SD0130306,,1.0,C00016781,0,456
13550,22474,SBA000360,application,Server Based Application,WBS000073,IM0022715,Closed,5,5,5.0,0.935778959,incident,KM0001965,closed,1.0,18-12-2023 15:25,,6/2/2024 13:45,6/2/2024 13:46,"2,57,41,66,667",Other,1.0,SD0067495,,2.0,#MULTIVALUE,0,833
13565,37578,SBA000360,application,Server Based Application,WBS000073,IM0037893,Closed,5,5,5.0,0.051073032,incident,KM0001965,closed,0.0,18-02-2024 16:40,,25-02-2024 15:36,25-02-2024 15:36,"0,248888889",Software,1.0,SD0115453,,1.0,C00015613,0,248888889
13566,15293,SBA000360,application,Server Based Application,WBS000073,IM0015500,Closed,5,5,5.0,0.957678748,incident,KM0001965,closed,0.0,21-11-2023 09:54,,21-11-2023 15:46,21-11-2023 15:47,"5,88,52,77,778",Software,1.0,SD0044400,,1.0,C00007099,0,1000
13567,37566,SBA000360,application,Server Based Application,WBS000073,IM0037881,Closed,5,5,5.0,0.53750602,incident,KM0001965,closed,0.0,18-02-2024 16:02,,20-02-2024 12:42,20-02-2024 12:43,"0,883333333",Software,1.0,SD0115432,,2.0,#MULTIVALUE,0,883333333
13568,42126,SBA000360,application,Server Based Application,WBS000073,IM0042487,Closed,5,5,5.0,0.071779947,incident,KM0001965,closed,0.0,10/3/2024 16:21,,15-03-2024 21:07,15-03-2024 21:08,"2,28,19,44,444",Software,1.0,SD0130307,,1.0,C00016781,0,537
13573,18070,SBA000360,application,Server Based Application,WBS000073,IM0018294,Closed,5,5,5.0,0.576222251,incident,KM0001965,closed,0.0,2/12/2023 13:05,,5/12/2023 16:49,5/12/2023 16:49,"2,345",Software,1.0,SD0052996,,1.0,C00008442,0,347
13574,18069,SBA000360,application,Server Based Application,WBS000073,IM0018293,Closed,5,5,5.0,0.895538925,incident,KM0001965,closed,0.0,2/12/2023 13:03,,5/12/2023 16:50,5/12/2023 16:50,"2,27,86,11,111",Software,1.0,SD0052994,,1.0,C00008442,0,237
13580,27401,SBA000360,application,Server Based Application,WBS000073,IM0027673,Closed,5,5,5.0,0.644809891,incident,KM0001965,closed,0.0,13-01-2024 13:59,,15-01-2024 09:32,15-01-2024 09:32,"0,434444444",Software,1.0,SD0083152,,1.0,C00011366,0,434444444
13581,15116,SBA000360,application,Server Based Application,WBS000073,IM0015321,Closed,5,5,5.0,0.944628025,incident,KM0001965,closed,0.0,20-11-2023 13:06,,,4/12/2023 10:49,"2,75,10,55,556",Software,1.0,SD0043687,,1.0,C00008222,0,698
13968,19547,SBA000025,application,Server Based Application,WBS000006,IM0019774,Closed,5,5,5.0,0.41663968,incident,KM0001028,closed,1.0,6/12/2023 15:54,,9/12/2023 14:19,9/12/2023 14:19,"8,91,88,88,889",Other,1.0,SD0058124,,1.0,C00006448,0,1164
14152,4478,SBA000088,application,Server Based Application,WBS000017,IM0004607,Closed,5,5,5.0,0.224992098,incident,KM0000095,closed,1.0,11/10/2023 9:31,,11/10/2023 10:42,11/10/2023 10:43,"1,19,52,77,778",Other,1.0,SD0011135,,1.0,C00000713,0,927
14158,4770,SBA000076,application,Server Based Application,WBS000152,IM0004900,Closed,2,2,2.0,0.946246516,incident,KM0001472,closed,0.0,14-10-2023 07:50,,14-10-2023 11:04,14-10-2023 11:04,"3,22,27,77,778",Software,8.0,#MULTIVALUE,,1.0,C00000589,0,907
14216,4442,SBA000088,application,Server Based Application,WBS000017,IM0004571,Closed,4,4,4.0,0.485931682,incident,KM0000095,closed,1.0,11/10/2023 9:28,,11/10/2023 10:33,11/10/2023 10:33,"1,08,80,55,556",Other,1.0,SD0011238,,1.0,C00000713,0,700
14221,4549,SBA000088,application,Server Based Application,WBS000017,IM0004678,Closed,4,4,4.0,0.497770858,incident,KM0000096,closed,1.0,11/10/2023 9:46,,11/10/2023 10:59,11/10/2023 10:59,"1,16,08,33,333",Other,1.0,SD0011154,,1.0,C00000713,0,391
14257,4550,SBA000088,application,Server Based Application,WBS000017,IM0004679,Closed,2,2,2.0,0.40482543,incident,KM0000095,closed,1.0,11/10/2023 9:46,,11/10/2023 11:25,11/10/2023 11:25,"1,64,61,11,111",Other,11.0,#MULTIVALUE,,1.0,C00000713,0,248
14281,4488,SBA000088,application,Server Based Application,WBS000017,IM0004617,Closed,4,5,4.0,0.662208235,incident,KM0000096,closed,3.0,11/10/2023 8:59,,11/10/2023 10:49,11/10/2023 10:49,"0,899444444",Other,1.0,SD0011073,,1.0,C00000713,0,899444444
14662,22292,SBA000028,application,Server Based Application,WBS000030,IM0022532,Closed,2,2,2.0,0.127919695,incident,KM0000166,closed,0.0,18-12-2023 09:02,,18-12-2023 11:03,18-12-2023 11:04,"2,03,52,77,778",User error,1.0,SD0066892,,1.0,C00009448,0,912
14668,10481,SBA000028,application,Server Based Application,WBS000030,IM0010651,Closed,5,5,5.0,0.494504132,request for information,KM0000168,closed,2.0,4/11/2023 15:51,,6/11/2023 13:52,6/11/2023 13:55,"1,90,58,05,556",Software,1.0,SD0029552,,1.0,C00005461,0,710
15035,35443,SBA000054,application,Server Based Application,WBS000013,IM0035750,Closed,5,5,5.0,0.097916496,request for information,KM0000055,closed,4.0,10/2/2024 16:03,,20-02-2024 10:54,20-02-2024 10:54,"7,88,51,11,111",Software,2.0,#MULTIVALUE,,1.0,C00014301,0,268
15250,14684,SBA000119,application,Server Based Application,WBS000249,IM0014885,Closed,5,5,5.0,0.434264843,request for information,KM0000676,closed,0.0,19-11-2023 12:21,,2/12/2023 10:30,2/12/2023 10:30,"4,23,41,38,889",Other,1.0,SD0042379,,1.0,C00007915,0,995
15665,20189,SBA000045,application,Server Based Application,WBS000170,IM0020419,Closed,3,3,3.0,0.80483281,incident,KM0000566,closed,1.0,10/12/2023 10:40,,10/12/2023 13:26,10/12/2023 13:27,"2,77,86,11,111",Software,1.0,SD0059805,,1.0,C00006833,0,287
15739,20253,SBA000045,application,Server Based Application,WBS000170,IM0020483,Closed,3,3,3.0,0.552931538,incident,KM0000566,closed,1.0,10/12/2023 11:15,,10/12/2023 13:29,10/12/2023 13:29,"2,22,86,11,111",Software,1.0,SD0060124,,1.0,C00006833,0,232
15764,20179,SBA000045,application,Server Based Application,WBS000170,IM0020409,Closed,NS,3,,0.992203488,incident,KM0000566,closed,1.0,10/12/2023 10:56,,10/12/2023 13:27,10/12/2023 13:27,"2,51,58,33,333",Software,1.0,SD0059875,,1.0,C00006833,0,477
15809,20194,SBA000045,application,Server Based Application,WBS000170,IM0020424,Closed,3,3,3.0,0.406803687,incident,KM0000997,closed,1.0,10/12/2023 11:14,,10/12/2023 13:28,10/12/2023 13:28,"2,24,38,88,889",Software,1.0,SD0059989,,1.0,C00006833,0,1041
15811,54,SBA000045,application,Server Based Application,WBS000170,IM0000090,Closed,5,5,5.0,0.283634692,incident,KM0000565,closed,1.0,17-04-2023 09:06,,22-01-2024 16:19,22-01-2024 16:20,"21,97",Unknown,1.0,SD0000113,1.0,1.0,C00000582,0,118
15883,22501,SBA000263,application,Server Based Application,WBS000072,IM0022743,Closed,4,4,4.0,0.940244827,request for information,KM0000646,closed,13.0,18-12-2023 15:06,,20-12-2023 15:45,20-12-2023 15:46,"2,16,71,66,667",Other,1.0,SD0067534,,1.0,C00009761,0,822
16334,771,SBA000172,application,Server Based Application,WBS000014,IM0000866,Closed,5,5,5.0,0.334898373,incident,KM0000426,closed,11.0,26-09-2023 11:07,,8/10/2023 14:07,8/10/2023 14:07,"7,05,58,88,889",Other,1.0,SD0001083,,1.0,C00002426,0,1047
16390,30407,SBA000172,application,Server Based Application,WBS000014,IM0030691,Closed,5,5,5.0,0.352788646,request for information,KM0000171,closed,0.0,23-01-2024 13:36,,,28-01-2024 11:55,"2,98,19,44,444",Other,1.0,SD0092920,,1.0,C00012730,0,607
16393,30405,SBA000172,application,Server Based Application,WBS000014,IM0030689,Closed,5,5,5.0,0.746612553,request for information,KM0000171,closed,0.0,23-01-2024 13:35,,28-01-2024 11:56,28-01-2024 11:56,"2,98,53,05,556",Data,1.0,SD0092918,,1.0,C00012730,0,714
17188,28487,SBA000604,application,Server Based Application,WBS000067,IM0028762,Closed,2,2,2.0,0.878407819,incident,KM0000583,closed,10.0,16-01-2024 16:57,29-01-2024 10:10,30-01-2024 08:51,30-01-2024 08:51,"2,93,86,47,222",Other,2.0,#MULTIVALUE,1.0,2.0,#MULTIVALUE,0,450
17195,19350,SBA000585,application,Server Based Application,WBS000077,IM0019576,Closed,4,4,4.0,0.205976214,incident,KM0000563,closed,2.0,6/12/2023 10:41,,6/12/2023 14:05,6/12/2023 14:05,"3,41,30,55,556",Other,1.0,SD0057372,,2.0,#MULTIVALUE,0,685
17314,45281,SBA000585,application,Server Based Application,WBS000077,IM0045704,Closed,3,3,3.0,0.084689913,incident,KM0000563,closed,4.0,25-03-2024 09:15,,27-03-2024 14:44,27-03-2024 14:44,"1,56,48,05,556",Software,1.0,SD0141960,,1.0,C00018421,0,666
17352,13396,SBA000559,application,Server Based Application,WBS000256,IM0013591,Closed,5,5,5.0,0.2116662,incident,KM0001470,closed,0.0,14-11-2023 12:40,,14-11-2023 20:25,14-11-2023 20:25,"5,31,80,55,556",Operator error,1.0,SD0038639,,1.0,C00000633,0,727
17519,28101,SBA000590,application,Server Based Application,WBS000149,IM0028376,Closed,3,3,3.0,0.674895564,incident,KM0000570,closed,2.0,15-01-2024 14:12,,15-01-2024 16:39,15-01-2024 16:39,"2,44,86,11,111",Software,1.0,SD0085613,,1.0,C00011182,0,254
17545,10636,SBA000462,application,Server Based Application,WBS000073,IM0010806,Closed,4,4,4.0,0.038465264,incident,KM0001363,closed,0.0,5/11/2023 9:54,,5/11/2023 16:12,5/11/2023 16:12,"6,29,66,66,667",Software,1.0,SD0030056,,1.0,C00003013,0,834
17564,10670,SBA000462,application,Server Based Application,WBS000073,IM0010840,Closed,4,4,4.0,0.416205121,incident,KM0001455,closed,0.0,5/11/2023 10:18,,5/11/2023 16:20,5/11/2023 16:20,"6,02,05,55,556",Software,1.0,SD0030151,,1.0,C00003013,0,624
17579,10750,SBA000462,application,Server Based Application,WBS000073,IM0010920,Closed,4,4,4.0,0.344953511,incident,KM0001455,closed,0.0,5/11/2023 11:19,,5/11/2023 16:26,5/11/2023 16:26,"5,11,63,88,889",Software,1.0,SD0030233,,1.0,C00003013,0,1056
17580,10755,SBA000462,application,Server Based Application,WBS000073,IM0010925,Closed,4,4,4.0,0.262951742,incident,KM0001455,closed,0.0,5/11/2023 12:08,,5/11/2023 16:27,5/11/2023 16:27,"4,32,22,22,222",Software,1.0,SD0030496,,1.0,C00003013,0,302
17581,10756,SBA000462,application,Server Based Application,WBS000073,IM0010926,Closed,4,4,4.0,0.685088834,incident,KM0001455,closed,0.0,5/11/2023 12:13,,5/11/2023 16:29,5/11/2023 16:29,"4,27,08,33,333",Software,1.0,SD0030499,,1.0,C00003013,0,405
17582,10720,SBA000462,application,Server Based Application,WBS000073,IM0010890,Closed,4,4,4.0,0.733442373,incident,KM0001363,closed,0.0,5/11/2023 12:05,,5/11/2023 16:05,5/11/2023 16:05,"4,00,94,44,444",Software,1.0,SD0030421,,1.0,C00003013,0,586
17584,10667,SBA000462,application,Server Based Application,WBS000073,IM0010837,Closed,4,4,4.0,0.321412753,incident,KM0002042,closed,0.0,5/11/2023 10:08,,5/11/2023 16:17,5/11/2023 16:17,"6,16,02,77,778",Software,1.0,SD0030148,,1.0,C00003013,0,879
17593,10800,SBA000462,application,Server Based Application,WBS000073,IM0010970,Closed,4,4,4.0,0.137990587,incident,KM0001363,closed,0.0,5/11/2023 13:09,,5/11/2023 15:41,5/11/2023 15:41,"2,54,27,77,778",Software,1.0,SD0030577,,1.0,C00003013,0,938
17606,10285,SBA000462,application,Server Based Application,WBS000073,IM0010455,Closed,4,4,4.0,0.110940903,incident,KM0001455,closed,0.0,4/11/2023 11:34,,5/11/2023 15:27,5/11/2023 15:27,"1,43,85,27,778",Software,1.0,SD0029002,,1.0,C00003013,0,934
17610,10650,SBA000462,application,Server Based Application,WBS000073,IM0010820,Closed,4,4,4.0,0.573005003,incident,KM0001363,closed,0.0,5/11/2023 11:11,,5/11/2023 16:03,5/11/2023 16:03,"4,87,61,11,111",Software,1.0,SD0030266,,1.0,C00003013,0,274
17614,10716,SBA000462,application,Server Based Application,WBS000073,IM0010886,Closed,4,4,4.0,0.002578198,incident,KM0001455,closed,0.0,5/11/2023 11:39,,5/11/2023 16:23,5/11/2023 16:23,"4,73,83,33,333",Software,1.0,SD0030405,,1.0,C00003013,0,526
17628,10692,SBA000462,application,Server Based Application,WBS000073,IM0010862,Closed,4,4,4.0,0.813512729,incident,KM0001455,closed,0.0,5/11/2023 11:36,,5/11/2023 16:21,5/11/2023 16:21,"4,75,08,33,333",Software,1.0,SD0030369,,1.0,C00003013,0,453
17776,10795,SBA000462,application,Server Based Application,WBS000073,IM0010965,Closed,4,4,4.0,0.760992955,incident,KM0001455,closed,0.0,5/11/2023 12:46,,5/11/2023 16:33,5/11/2023 16:33,"3,78,30,55,556",Software,1.0,SD0030559,,1.0,C00003013,0,722
